Time,Airline,Destination,Flight Number,Aircraft Type,Wind,Runway,Circle Time
1.96,United Airlines,"Munich Airport; Munich, Germany",UA1095,333,Southwest,9,2.0
2.02,TAP Portugal,"João Paulo II Airport; Ponta Delgada, Portugal",TP3240,313,Southwest,9,2.0
2.07,American Airlines,"La Guardia Airport; New York, United States",AA2962,319,Southwest,9,2.0
2.11,JetBlue Airways,"San Diego International Airport; San Diego, United States",B69449,320,Southwest,9,2.0
2.13,Delta Air Lines,"L.F. Wade International International Airport; Bermuda, Bermuda",DL3742,738,Southwest,9,2.67
2.18,American Airlines,"Richmond International Airport; Richmond, United States",AA8176,CRJ,Southwest,9,2.0
2.2,JetBlue Airways,"Tampa International Airport; Tampa, United States",B66560,320,Southwest,9,2.67
2.24,JetBlue Airways,"Cibao International Airport; Santiago, Dominican Republic",B61737,320,Southwest,9,2.0
2.27,Finnair,"London Heathrow Airport; London, United Kingdom",AY8649,777,Southwest,9,2.67
2.33,United Airlines,"Dublin Airport; Dublin, Ireland",UA7969,332,Southwest,9,2.0
2.38,American Airlines,"Phoenix Sky Harbor International Airport; Phoenix, United States",AA2548,319,Southwest,9,2.0
2.4,JetBlue Airways,"Raleigh Durham International Airport; Raleigh-durham, United States",B62858,E90,Southwest,9,2.67
2.42,Aer Lingus,"Shannon Airport; Shannon, Ireland",EI3880,757,Southwest,9,3.33
2.47,JetBlue Airways,"Punta Cana International Airport; Punta Cana, Dominican Republic",B68101,320,Southwest,9,2.67
2.49,Southwest Airlines,"Orlando International Airport; Orlando, United States",WN8021,717,Southwest,9,3.34
2.53,KLM Royal Dutch Airlines,"Amsterdam Airport Schiphol; Amsterdam, Netherlands",KL9035,330,Southwest,9,2.67
2.58,Air Canada,"Montreal / Pierre Elliott Trudeau International Airport; Montreal, Canada",AC5028,CRJ,Southwest,14,2.0
2.55,Delta Air Lines,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",DL2990,M90,Southwest,9,3.34
2.62,JetBlue Airways,"Austin Bergstrom International Airport; Austin, United States",B64336,E90,Southwest,9,2.0
2.64,American Airlines,"San Diego International Airport; San Diego, United States",AA2969,737,Southwest,9,2.67
2.67,KLM Royal Dutch Airlines,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",KL945,319,Southwest,9,3.33
2.78,Japan Airlines Domestic,"Narita International Airport; Tokyo, Japan",JL5157,788,Southwest,9,2.0
2.8,United Airlines,"Tocumen International Airport; Panama City, Panama",UA3057,73G,Southwest,9,2.67
2.82,JetBlue Airways,"Baltimore/Washington International Thurgood Marshall Airport; Baltimore, United States",B66623,E90,Southwest,9,3.33
2.87,JetBlue Airways,"Las Américas International Airport; Santo Domingo, Dominican Republic",B68144,320,Southwest,9,2.67
2.89,Southwest Airlines,"William P Hobby Airport; Houston, United States",WN1288,73W,Southwest,9,3.34
2.93,SATA International,"João Paulo II Airport; Ponta Delgada, Portugal",S41176,313,Southwest,9,2.67
2.98,Alaska Airlines,"Los Angeles International Airport; Los Angeles, United States",AS9671,757,Southwest,9,2.0
3.02,American Airlines,"Los Angeles International Airport; Los Angeles, United States",AA2584,757,Southwest,9,2.0
3.04,Alitalia,"Leonardo da Vinci–Fiumicino Airport; Rome, Italy",AZ6100,332,Southwest,9,2.67
3.09,United Airlines,"George Bush Intercontinental Houston Airport; Houston, United States",UA213,738,Southwest,9,2.0
3.11,JetBlue Airways,"Cancún International Airport; Cancun, Mexico",B61513,320,Southwest,9,2.67
3.22,Delta Air Lines,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",DL9774,319,Southwest,9,2.0
3.24,American Airlines,"Richmond International Airport; Richmond, United States",AA8349,CRJ,Southwest,9,2.67
3.29,Southwest Airlines,"Akron Canton Regional Airport; Akron, United States",WN4995,717,Southwest,14,2.0
3.27,United Airlines,"Frankfurt am Main Airport; Frankfurt, Germany",UA1537,744,Southwest,9,3.33
3.38,American Airlines,"Harrisburg International Airport; Harrisburg, United States",AA5229,DH3,Southwest,9,2.0
3.44,JetBlue Airways,"Dubai International Airport; Dubai, United Arab Emirates",B66230,77L,Southwest,9,2.0
3.47,Aer Lingus,"Shannon Airport; Shannon, Ireland",EI49,757,Southwest,9,2.67
3.51,JetBlue Airways,"Long Beach /Daugherty Field/ Airport; Long Beach, United States",B64880,320,Southwest,14,2.0
3.49,JetBlue Airways,"Tampa International Airport; Tampa, United States",B68243,320,Southwest,9,3.33
3.55,JetBlue Airways,"Cancún International Airport; Cancun, Mexico",B66701,320,Southwest,9,2.0
3.67,United Airlines,"Montreal / Pierre Elliott Trudeau International Airport; Montreal, Canada",UA8935,CRJ,Southwest,9,2.0
3.69,Cape Air,"Provincetown Municipal Airport; Provincetown, United States",9K87,CNA,Southwest,9,2.67
3.78,JetBlue Airways,"Washington Dulles International Airport; Washington, United States",B62299,E90,Southwest,9,2.0
3.82,JetBlue Airways,"San Francisco International Airport; San Francisco, United States",B66244,320,Southwest,9,2.0
3.89,JetBlue Airways,"McCarran International Airport; Las Vegas, United States",B65860,320,Southwest,9,2.0
3.91,Delta Air Lines,"Indianapolis International Airport; Indianapolis, United States",DL5699,E75,Southwest,9,2.67
4.0,Alaska Airlines,"Seattle Tacoma International Airport; Seattle, United States",AS3093,73J,Southwest,9,2.0
4.02,American Airlines,"Pittsburgh International Airport; Pittsburgh, United States",AA5370,E70,Southwest,9,2.67
4.04,Peninsula Airways,"Long Island Mac Arthur Airport; Islip, United States",KS7119,SF3,Southwest,9,3.33
4.13,Sun Country Airlines,"Minneapolis-St Paul International/Wold-Chamberlain Airport; Minneapolis, United States",SY6752,738,Southwest,9,2.0
4.18,American Airlines,"Pittsburgh International Airport; Pittsburgh, United States",AA7662,E70,Southwest,9,2.0
4.22,American Airlines,"San Diego International Airport; San Diego, United States",AA186,737,Southwest,9,2.0
4.29,Virgin Atlantic Airways,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",VS113,320,Southwest,9,2.0
4.33,Delta Air Lines,"Amsterdam Airport Schiphol; Amsterdam, Netherlands",DL9277,333,Southwest,9,2.0
4.35,American Airlines,"John F Kennedy International Airport; New York, United States",AA1156,738,Southwest,9,2.67
4.38,Delta Air Lines,"Orlando International Airport; Orlando, United States",DL4964,320,Southwest,9,3.33
4.42,Air France,"Charles de Gaulle International Airport; Paris, France",AF7286,744,Southwest,9,2.67
4.47,American Airlines,"Dallas Fort Worth International Airport; Dallas-Fort Worth, United States",AA2262,738,Southwest,14,2.0
4.44,Air France,"Charles de Gaulle International Airport; Paris, France",AF4735,744,Southwest,9,3.33
4.49,JetBlue Airways,"Seattle Tacoma International Airport; Seattle, United States",B68378,320,Southwest,9,2.67
4.55,TAP Portugal,"Humberto Delgado Airport (Lisbon Portela Airport); Lisbon, Portugal",TP6843,313,Southwest,9,2.0
4.58,United Airlines,"Newark Liberty International Airport; Newark, United States",UA6135,320,Southwest,9,2.67
4.6,United Airlines,"Munich Airport; Munich, Germany",UA7355,333,Southwest,9,3.33
4.69,JetBlue Airways,"Dallas Fort Worth International Airport; Dallas-Fort Worth, United States",B61668,E90,Southwest,9,2.0
4.71,AeroMéxico,"Cancún International Airport; Cancun, Mexico",AM6976,757,Southwest,9,2.67
4.75,Alaska Airlines,"Portland International Airport; Portland, United States",AS4759,73H,Southwest,14,2.0
4.73,Aer Lingus,"Shannon Airport; Shannon, Ireland",EI5561,757,Southwest,9,3.33
4.84,JetBlue Airways,"Baltimore/Washington International Thurgood Marshall Airport; Baltimore, United States",B68697,E90,Southwest,9,2.0
4.98,Delta Air Lines,"Lynden Pindling International Airport; Nassau, Bahamas",DL1909,E75,Southwest,9,2.0
5.0,Virgin Atlantic Airways,"London Heathrow Airport; London, United Kingdom",VS1082,764,Southwest,9,2.67
5.07,JetBlue Airways,"San Francisco International Airport; San Francisco, United States",B63087,320,Southwest,9,2.0
5.11,JetBlue Airways,"Seattle Tacoma International Airport; Seattle, United States",B69565,320,Southwest,9,2.0
5.15,JetBlue Airways,"McCarran International Airport; Las Vegas, United States",B65012,320,Southwest,9,2.0
5.2,Alaska Airlines,"San Francisco International Airport; San Francisco, United States",AS2629,320,Southwest,9,2.0
5.22,JetBlue Airways,"William P Hobby Airport; Houston, United States",B61339,E90,Southwest,9,2.67
5.27,Delta Air Lines,"Charles de Gaulle International Airport; Paris, France",DL5584,752,Southwest,9,2.0
5.29,JetBlue Airways,"Buffalo Niagara International Airport; Buffalo, United States",B66245,E90,Southwest,9,2.67
5.38,Alaska Airlines,"Portland International Airport; Portland, United States",AS4224,73H,Southwest,9,2.0
5.4,American Airlines,"Buffalo Niagara International Airport; Buffalo, United States",AA377,CRJ,Southwest,9,2.67
5.44,American Airlines,"Syracuse Hancock International Airport; Syracuse, United States",AA6406,DH8,Southwest,14,2.0
5.42,JetBlue Airways,"Lynden Pindling International Airport; Nassau, Bahamas",B67429,E90,Southwest,9,3.33
5.53,Alaska Airlines,"Los Angeles International Airport; Los Angeles, United States",AS9400,320,Southwest,9,2.0
5.62,Air France,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",AF2137,319,Southwest,9,2.0
5.71,Spirit Airlines,"Chicago O'Hare International Airport; Chicago, United States",NK7550,319,Southwest,9,2.0
5.75,Delta Air Lines,"John F Kennedy International Airport; New York, United States",DL6460,CR7,Southwest,9,2.0
5.8,Spirit Airlines,"Chicago O'Hare International Airport; Chicago, United States",NK4566,319,Southwest,9,2.0
5.82,Delta Air Lines,"Detroit Metropolitan Wayne County Airport; Detroit, United States",DL9460,320,Southwest,9,2.67
5.84,JetBlue Airways,"Savannah Hilton Head International Airport; Savannah, United States",B68354,E90,Southwest,9,3.33
5.89,Delta Air Lines,"John F Kennedy International Airport; New York, United States",DL3425,752,Southwest,9,2.67
5.95,British Airways,"London Heathrow Airport; London, United Kingdom",BA1514,333,Southwest,9,2.0
5.98,JetBlue Airways,"Princess Juliana International Airport; Philipsburg, Netherlands Antilles",B67014,320,Southwest,9,2.67
6.02,Lufthansa Cargo,"Munich Airport; Munich, Germany",LH2228,333,Southwest,14,2.0
6.0,Delta Air Lines,"Raleigh Durham International Airport; Raleigh-durham, United States",DL9788,CR7,Southwest,9,3.33
6.13,Southwest Airlines,"Akron Canton Regional Airport; Akron, United States",WN5836,717,Southwest,9,2.0
6.24,TAP Portugal,"Humberto Delgado Airport (Lisbon Portela Airport); Lisbon, Portugal",TP9821,313,Southwest,9,2.0
6.45,Alaska Airlines,"Plattsburgh International Airport; Plattsburgh, United States",AS6449,SF3,Southwest,9,2.0
6.56,American Airlines,"Pittsburgh International Airport; Pittsburgh, United States",AA5376,CRJ,Southwest,9,2.0
6.66,JetBlue Airways,"Buffalo Niagara International Airport; Buffalo, United States",B61451,E90,Southwest,9,2.0
6.77,JetBlue Airways,"San Francisco International Airport; San Francisco, United States",B6654,320,Southwest,9,2.0
6.99,Cape Air,"Provincetown Municipal Airport; Provincetown, United States",9K4163,CNA,Southwest,9,2.0
7.2,Porter Airlines,"Billy Bishop Toronto City Centre Airport; Toronto, Canada",PD2560,DH4,Southwest,9,2.0
7.31,JetBlue Airways,"Detroit Metropolitan Wayne County Airport; Detroit, United States",B69672,E90,Southwest,9,2.0
7.74,Air Canada,"Halifax / Stanfield International Airport; Halifax, Canada",AC6334,CRJ,Southwest,9,2.0
8.17,Southwest Airlines,"Orlando International Airport; Orlando, United States",WN8624,73W,Southwest,9,2.0
8.38,Cape Air,"Nantucket Memorial Airport; Nantucket, United States",9K3688,CNA,Southwest,9,2.0
8.49,American Airlines,"San Diego International Airport; San Diego, United States",AA9358,737,Southwest,9,2.0
8.59,Delta Air Lines,"Leonardo da Vinci–Fiumicino Airport; Rome, Italy",DL6095,332,Southwest,9,2.0
8.7,American Airlines,"Ronald Reagan Washington National Airport; Washington, United States",AA6501,E90,Southwest,9,2.0
8.81,Delta Air Lines,"Cancún International Airport; Cancun, Mexico",DL8869,757,Southwest,9,2.0
9.02,United Airlines,"Cleveland Hopkins International Airport; Cleveland, United States",UA7209,319,Southwest,9,2.0
9.13,Air Canada,"Montreal / Pierre Elliott Trudeau International Airport; Montreal, Canada",AC2886,DH3,Southwest,9,2.0
9.24,American Airlines,"Seattle Tacoma International Airport; Seattle, United States",AA3833,737,Southwest,9,2.0
9.34,British Airways,"London Heathrow Airport; London, United Kingdom",BA5731,333,Southwest,9,2.0
9.45,JetBlue Airways,"Newark Liberty International Airport; Newark, United States",B61201,E90,Southwest,9,2.0
10.09,JetBlue Airways,"Denver International Airport; Denver, United States",B69960,320,Southwest,9,2.0
10.31,JetBlue Airways,"Detroit Metropolitan Wayne County Airport; Detroit, United States",B66920,E90,Southwest,9,2.0
10.42,Air France,"Charles de Gaulle International Airport; Paris, France",AF3922,744,Southwest,9,2.0
10.63,Southwest Airlines,"Orlando International Airport; Orlando, United States",WN9707,73W,Southwest,9,2.0
11.06,Spirit Airlines,"Chicago O'Hare International Airport; Chicago, United States",NK8292,319,Southwest,9,2.0
11.17,JetBlue Airways,"Louis Armstrong New Orleans International Airport; New Orleans, United States",B62218,E90,Southwest,9,2.0
11.27,Southwest Airlines,"Chicago Midway International Airport; Chicago, United States",WN8598,73W,Southwest,9,2.0
11.6,JetBlue Airways,"Jacksonville International Airport; Jacksonville, United States",B67490,E90,Southwest,9,2.0
11.7,American Airlines,"Harrisburg International Airport; Harrisburg, United States",AA8164,DH8,Southwest,9,2.0
11.81,Delta Air Lines,"Providenciales Airport; Providenciales, Turks and Caicos Islands",DL4413,320,Southwest,9,2.0
11.92,TAP Portugal,"João Paulo II Airport; Ponta Delgada, Portugal",TP8500,313,Southwest,9,2.0
12.02,JetBlue Airways,"Charlotte Douglas International Airport; Charlotte, United States",B67744,E90,Southwest,9,2.0
12.18,Delta Air Lines,"Leonardo da Vinci–Fiumicino Airport; Rome, Italy",DL7051,332,Southwest,9,2.0
12.81,JetBlue Airways,"Buffalo Niagara International Airport; Buffalo, United States",B69758,E90,Southwest,9,2.0
12.96,American Airlines,"Phoenix Sky Harbor International Airport; Phoenix, United States",AA5285,320,Southwest,9,2.0
13.12,American Airlines,"Phoenix Sky Harbor International Airport; Phoenix, United States",AA7184,320,Southwest,9,2.0
13.27,American Airlines,"Los Angeles International Airport; Los Angeles, United States",AA5519,738,Southwest,9,2.0
13.43,JetBlue Airways,"Dubai International Airport; Dubai, United Arab Emirates",B67962,77L,Southwest,9,2.0
13.74,United Airlines,"Montreal / Pierre Elliott Trudeau International Airport; Montreal, Canada",UA9006,CRJ,Southwest,9,2.0
14.05,JetBlue Airways,"Charlotte Douglas International Airport; Charlotte, United States",B66711,E90,Southwest,9,2.0
14.37,Air Canada,"Lester B. Pearson International Airport; Toronto, Canada",AC6610,E90,Southwest,9,2.0
14.68,Delta Air Lines,"La Guardia Airport; New York, United States",DL3084,E75,Southwest,9,2.0
14.99,British Airways,"Adolfo Suárez Madrid–Barajas Airport; Madrid, Spain",BA2042,333,Southwest,9,2.0
15.3,Sun Country Airlines,"Minneapolis-St Paul International/Wold-Chamberlain Airport; Minneapolis, United States",SY4651,738,Southwest,9,2.0
15.62,JetBlue Airways,"Louis Armstrong New Orleans International Airport; New Orleans, United States",B62900,E90,Southwest,9,2.0
15.93,Southwest Airlines,"Orlando International Airport; Orlando, United States",WN9580,73W,Southwest,9,2.0
16.24,American Airlines,"La Guardia Airport; New York, United States",AA9433,E90,Southwest,9,2.0
16.4,Delta Air Lines,"Lynden Pindling International Airport; Nassau, Bahamas",DL5781,E75,Southwest,9,2.0
16.55,Iberia Airlines,"London Heathrow Airport; London, United Kingdom",IB7115,777,Southwest,9,2.0
16.71,Delta Air Lines,"John F Kennedy International Airport; New York, United States",DL2676,CR9,Southwest,9,2.0
17.64,Alaska Airlines,"Seattle Tacoma International Airport; Seattle, United States",AS2033,73H,Southwest,9,2.0
18.11,United Airlines,"Lester B. Pearson International Airport; Toronto, Canada",UA7416,E75,Southwest,9,2.0
18.34,Alaska Airlines,"Northern Maine Regional Airport at Presque Isle; Presque Isle, United States",AS7336,SF3,Southwest,9,2.0
18.46,American Airlines,"Greater Rochester International Airport; Rochester, United States",AA1159,CRJ,Southwest,9,2.0
18.81,Cape Air,"Lebanon Municipal Airport; Lebanon, United States",9K5939,CNA,Southwest,9,2.0
18.92,Southwest Airlines,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",WN3668,73W,Southwest,9,2.0
19.04,United Airlines,"Dublin Airport; Dublin, Ireland",UA7035,330,Southwest,9,2.0
19.15,Southwest Airlines,"Chicago Midway International Airport; Chicago, United States",WN7302,73W,Southwest,9,2.0
19.27,United Airlines,"Lester B. Pearson International Airport; Toronto, Canada",UA7567,E75,Southwest,9,2.0
19.5,KLM Royal Dutch Airlines,"London Heathrow Airport; London, United Kingdom",KL3885,767,Southwest,9,2.0
19.73,JetBlue Airways,"Richmond International Airport; Richmond, United States",B67274,E90,Southwest,9,2.0
19.96,Alitalia,"Charles de Gaulle International Airport; Paris, France",AZ6704,744,Southwest,9,2.0
20.08,Virgin Atlantic Airways,"London Heathrow Airport; London, United Kingdom",VS7798,333,Southwest,9,2.0
20.19,Alaska Airlines,"San Francisco International Airport; San Francisco, United States",AS1717,320,Southwest,9,2.0
20.42,American Airlines,"London Heathrow Airport; London, United Kingdom",AA3310,777,Southwest,9,2.0
20.89,Virgin Atlantic Airways,"London Heathrow Airport; London, United Kingdom",VS9421,333,Southwest,9,2.0
21.12,Peninsula Airways,"Plattsburgh International Airport; Plattsburgh, United States",KS9106,SF3,Southwest,9,2.0
21.23,Southwest Airlines,"Chicago Midway International Airport; Chicago, United States",WN8023,73W,Southwest,9,2.0
21.58,Delta Air Lines,"Cancún International Airport; Cancun, Mexico",DL4003,757,Southwest,9,2.0
21.7,Spirit Airlines,"Atlantic City International Airport; Atlantic City, United States",NK8602,319,Southwest,9,2.0
22.04,Alaska Airlines,"Portland International Airport; Portland, United States",AS4194,73H,Southwest,9,2.0
22.27,American Airlines,"Pittsburgh International Airport; Pittsburgh, United States",AA2652,E70,Southwest,9,2.0
22.39,Peninsula Airways,"Northern Maine Regional Airport at Presque Isle; Presque Isle, United States",KS9668,SF3,Southwest,9,2.0
22.5,American Airlines,"Philadelphia International Airport; Philadelphia, United States",AA3997,E90,Southwest,9,2.0
22.74,American Airlines,"Harrisburg International Airport; Harrisburg, United States",AA9989,DH3,Southwest,9,2.0
22.97,Air France,"Charles de Gaulle International Airport; Paris, France",AF5119,744,Southwest,9,2.0
23.89,American Airlines,"Richmond International Airport; Richmond, United States",AA4544,CRJ,Southwest,9,2.0
0.02,SATA International,"Humberto Delgado Airport (Lisbon Portela Airport); Lisbon, Portugal",S41360,313,Northwest,27,2.0
0.07,JetBlue Airways,"Austin Bergstrom International Airport; Austin, United States",B68630,E90,Northwest,27,2.0
0.11,American Airlines,"Phoenix Sky Harbor International Airport; Phoenix, United States",AA7253,319,Northwest,27,2.0
0.13,TACV,"Praia International Airport; Praia, Santiago Island, Cape Verde",VR2056,752,Northwest,27,2.67
0.16,Porter Airlines,"Billy Bishop Toronto City Centre Airport; Toronto, Canada",PD6547,DH4,Northwest,22R,2.0
0.24,Iberia Airlines,"London Heathrow Airport; London, United Kingdom",IB5833,744,Northwest,27,2.0
0.31,British Airways,"London Heathrow Airport; London, United Kingdom",BA2693,777,Northwest,27,2.0
0.33,JetBlue Airways,"Fort Lauderdale Hollywood International Airport; Fort Lauderdale, United States",B6497,320,Northwest,27,2.67
0.38,Peninsula Airways,"Plattsburgh International Airport; Plattsburgh, United States",KS4873,SF3,Northwest,22R,2.0
0.44,JetBlue Airways,"Baltimore/Washington International Thurgood Marshall Airport; Baltimore, United States",B66230,E90,Northwest,27,2.0
0.47,JetBlue Airways,"Pittsburgh International Airport; Pittsburgh, United States",B63880,E90,Northwest,27,2.67
0.51,Alaska Airlines,"Los Angeles International Airport; Los Angeles, United States",AS795,757,Northwest,27,2.0
0.53,Spirit Airlines,"Fort Lauderdale Hollywood International Airport; Fort Lauderdale, United States",NK3027,319,Northwest,27,2.67
0.56,JetBlue Airways,"San Francisco International Airport; San Francisco, United States",B6715,320,Northwest,27,3.34
0.64,JetBlue Airways,"William P Hobby Airport; Houston, United States",B64357,E90,Northwest,27,2.0
0.67,American Airlines,"Cancún International Airport; Cancun, Mexico",AA4676,319,Northwest,27,2.67
0.71,Southwest Airlines,"General Mitchell International Airport; Milwaukee, United States",WN2633,73W,Northwest,22L,2.0
0.69,Delta Air Lines,"Charleston Air Force Base-International Airport; Charleston, United States",DL3647,CR9,Northwest,27,3.33
0.73,Southwest Airlines,"Chicago Midway International Airport; Chicago, United States",WN1000,73W,Northwest,27,2.67
0.87,JetBlue Airways,"Phoenix Sky Harbor International Airport; Phoenix, United States",B69901,320,Northwest,27,2.0
0.93,Sun Country Airlines,"Minneapolis-St Paul International/Wold-Chamberlain Airport; Minneapolis, United States",SY3639,73G,Northwest,27,2.0
0.96,American Airlines,"Los Angeles International Airport; Los Angeles, United States",AA4025,738,Northwest,27,2.67
1.0,Alitalia,"Charles de Gaulle International Airport; Paris, France",AZ6004,744,Northwest,27,2.0
1.07,JetBlue Airways,"Dubai International Airport; Dubai, United Arab Emirates",B62039,77L,Northwest,27,2.0
1.11,Air France,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",AF4387,320,Northwest,27,2.0
1.13,Swiss International Air Lines,"Zürich Airport; Zurich, Switzerland",LX7497,333,Northwest,27,2.67
1.16,Cape Air,"Provincetown Municipal Airport; Provincetown, United States",9K8569,CNA,Northwest,22R,2.0
1.27,American Airlines,"Miami International Airport; Miami, United States",AA3324,738,Northwest,27,2.0
1.29,United Airlines,"San Francisco International Airport; San Francisco, United States",UA8365,752,Northwest,27,2.67
1.31,Alaska Airlines,"Plattsburgh International Airport; Plattsburgh, United States",AS1427,SF3,Northwest,22R,2.0
1.33,JetBlue Airways,"Queen Beatrix International Airport; Oranjestad, Aruba",B65455,320,Northwest,27,2.0
1.49,SATA International,"Humberto Delgado Airport (Lisbon Portela Airport); Lisbon, Portugal",S49881,313,Northwest,27,2.0
1.56,Southwest Airlines,"Akron Canton Regional Airport; Akron, United States",WN6300,717,Northwest,27,2.0
1.62,JetBlue Airways,"Southwest Florida International Airport; Fort Myers, United States",B69171,320,Northwest,27,2.0
1.67,Air Canada,"Lester B. Pearson International Airport; Toronto, Canada",AC298,E90,Northwest,27,2.0
1.69,Southwest Airlines,"Baltimore/Washington International Thurgood Marshall Airport; Baltimore, United States",WN599,73C,Northwest,27,2.67
1.73,Delta Air Lines,"Myrtle Beach International Airport; Myrtle Beach, United States",DL259,E75,Northwest,27,2.0
1.76,American Airlines,"Cancún International Airport; Cancun, Mexico",AA7281,319,Northwest,27,2.67
1.82,American Airlines,"Narita International Airport; Tokyo, Japan",AA8110,787,Northwest,27,2.0
1.84,American Airlines,"Cancún International Airport; Cancun, Mexico",AA8636,319,Northwest,27,2.67
1.89,American Airlines,"Charlotte Douglas International Airport; Charlotte, United States",AA3148,320,Northwest,27,2.0
1.91,Alaska Airlines,"Long Island Mac Arthur Airport; Islip, United States",AS2599,SF3,Northwest,22R,2.0
1.98,JetBlue Airways,"Lynden Pindling International Airport; Nassau, Bahamas",B66241,E90,Northwest,27,2.0
2.02,Alaska Airlines,"Portland International Airport; Portland, United States",AS462,73H,Northwest,27,2.0
2.04,Cape Air,"Barnstable Municipal Boardman Polando Field; Barnstable, United States",9K1881,CNA,Northwest,22R,2.0
2.11,United Airlines,"Chicago O'Hare International Airport; Chicago, United States",UA2329,73G,Northwest,27,2.0
2.16,Southwest Airlines,"St Louis Lambert International Airport; St. Louis, United States",WN9769,73W,Northwest,27,2.0
2.2,Delta Air Lines,"Lynden Pindling International Airport; Nassau, Bahamas",DL5164,E75,Northwest,27,2.0
2.24,Alaska Airlines,"Plattsburgh International Airport; Plattsburgh, United States",AS6350,SF3,Northwest,22R,2.0
2.27,JetBlue Airways,"Long Beach /Daugherty Field/ Airport; Long Beach, United States",B6596,320,Northwest,27,2.0
2.29,United Airlines,"Chicago O'Hare International Airport; Chicago, United States",UA6599,739,Northwest,27,2.67
2.35,JetBlue Airways,"Fort Lauderdale Hollywood International Airport; Fort Lauderdale, United States",B66217,320,Northwest,27,2.0
2.38,JetBlue Airways,"Charlotte Douglas International Airport; Charlotte, United States",B68302,E90,Northwest,27,2.67
2.42,Delta Air Lines,"Raleigh Durham International Airport; Raleigh-durham, United States",DL1827,CR9,Northwest,27,2.0
2.47,JetBlue Airways,"Washington Dulles International Airport; Washington, United States",B65270,E90,Northwest,27,2.0
2.49,JetBlue Airways,"John F Kennedy International Airport; New York, United States",B62755,E90,Northwest,27,2.67
2.58,TAP Portugal,"Humberto Delgado Airport (Lisbon Portela Airport); Lisbon, Portugal",TP3710,313,Northwest,27,2.0
2.67,Southwest Airlines,"General Mitchell International Airport; Milwaukee, United States",WN9612,73W,Northwest,27,2.0
2.71,American Airlines,"John F Kennedy International Airport; New York, United States",AA5041,738,Northwest,27,2.0
2.73,JetBlue Airways,"Southwest Florida International Airport; Fort Myers, United States",B67306,320,Northwest,27,2.67
2.75,Air Canada,"Montreal / Pierre Elliott Trudeau International Airport; Montreal, Canada",AC4425,DH3,Northwest,22R,2.0
2.78,American Airlines,"Narita International Airport; Tokyo, Japan",AA6040,787,Northwest,27,2.0
2.8,Alaska Airlines,"Los Angeles International Airport; Los Angeles, United States",AS5052,319,Northwest,27,2.67
2.87,JetBlue Airways,"Pittsburgh International Airport; Pittsburgh, United States",B63404,E90,Northwest,27,2.0
2.91,Cape Air,"Lebanon Municipal Airport; Lebanon, United States",9K2622,CNA,Northwest,22R,2.0
2.93,Delta Air Lines,"Cincinnati Northern Kentucky International Airport; Cincinnati, United States",DL7640,320,Northwest,27,2.0
2.98,American Airlines,"Chicago O'Hare International Airport; Chicago, United States",AA1583,738,Northwest,27,2.0
3.02,Alaska Airlines,"Los Angeles International Airport; Los Angeles, United States",AS7116,738,Northwest,27,2.0
3.04,Delta Air Lines,"Lynden Pindling International Airport; Nassau, Bahamas",DL4510,E75,Northwest,27,2.67
3.09,TACV,"Praia International Airport; Praia, Santiago Island, Cape Verde",VR7430,752,Northwest,27,2.0
3.11,Delta Air Lines,"La Guardia Airport; New York, United States",DL1207,E75,Northwest,27,2.67
3.15,Delta Air Lines,"Myrtle Beach International Airport; Myrtle Beach, United States",DL5362,E75,Northwest,22L,2.0
3.13,American Airlines,"Richmond International Airport; Richmond, United States",AA1392,CRJ,Northwest,27,3.34
3.18,American Airlines,"San Diego International Airport; San Diego, United States",AA2425,737,Northwest,27,2.67
3.27,JetBlue Airways,"Savannah Hilton Head International Airport; Savannah, United States",B62820,E90,Northwest,27,2.0
3.29,American Airlines,"Miami International Airport; Miami, United States",AA3200,738,Northwest,27,2.67
3.33,United Airlines,"Montreal / Pierre Elliott Trudeau International Airport; Montreal, Canada",UA5270,DH3,Northwest,22R,2.0
3.35,Cape Air,"Augusta State Airport; Augusta, United States",9K8194,CNA,Northwest,22R,2.67
3.38,JetBlue Airways,"Jacksonville International Airport; Jacksonville, United States",B68140,E90,Northwest,27,2.0
3.4,Southwest Airlines,"Orlando International Airport; Orlando, United States",WN1157,73W,Northwest,27,2.67
3.44,Delta Air Lines,"Detroit Metropolitan Wayne County Airport; Detroit, United States",DL9987,M90,Northwest,22L,2.0
3.42,American Airlines,"Dallas Fort Worth International Airport; Dallas-Fort Worth, United States",AA977,738,Northwest,27,3.33
3.47,JetBlue Airways,"Detroit Metropolitan Wayne County Airport; Detroit, United States",B67547,E90,Northwest,27,2.67
3.53,Southwest Airlines,"William P Hobby Airport; Houston, United States",WN2237,73W,Northwest,27,2.0
3.55,American Airlines,"Dallas Fort Worth International Airport; Dallas-Fort Worth, United States",AA2174,738,Northwest,27,2.67
